Department,LPO NO,Check,x,NAME OF THE SUPPLIER, AMOUNT ,Date,TENDER NO.
Airticket,10523,10523,TRUE,Kenya Airways ," 150,835.00 ",18-Mar-2021,RBA/EP/AIRTICKETS/613/284/2021
Airticket,10524,10524,TRUE,Raydoll Travel & Tours Ltd," 12,000.00 ",18-Mar-2021,RBA/EP/AIRTICKETS/613/283/2021
Airticket,10525,10525,TRUE,Kenya Airways ," 76,965.00 ",25-Mar-2021,RBA/EP/AIRTICKETS/613/281/2021
Airticket,10526,10526,TRUE,Flying Blue Travels," 127,520.00 ",26-Mar-2021,RBA/EP/AIRTICKETS/613/280/2021
Airticket,10527,10527,TRUE,Twende Worldwide Ltd," 24,200.00 ",26-Mar-2021,RBA/EP/AIRTICKETS/613/279/2021
Airticket,10528,10528,TRUE,Kenya Airways ," 49,015.00 ",29-Mar-2021,RBA/EP/AIRTICKETS/613/278/2021
Airticket,10529,10529,TRUE,Kenya Airways ," 22,710.00 ",29-Mar-2021,RBA/EP/AIRTICKETS/613/277/2021
Airticket,10530,10530,TRUE,Raydoll Travel & Tours Ltd," 55,800.00 ",21-May-2021,RBA/EP/AIRTICKETS/613/274/2021
Airticket,10531,10531,TRUE,African Touch Safaris Ltd.," 20,985.00 ",21-May-2021,RBA/EP/AIRTICKETS/613/273/2021
Airticket,10532,10532,TRUE,Tondwe Africa Group," 21,730.00 ",21-May-2021,RBA/EP/AIRTICKETS/613/276/2021
Airticket,10533,10533,TRUE,Beyond Travel Services," 56,250.00 ",31-May-2021,RBA/EP/AIRTICKETS/613/272/2021
Airticket,10534,10534,TRUE,Magical Holidays Ltd," 16,220.00 ",31-May-2021,RBA/EP/AIRTICKETS/613/275/2021
Airticket,10535,10535,TRUE,Fly High Agency Ltd," 79,750.00 ",31-May-2021,RBA/EP/AIRTICKETS/613/271/2021
Airticket,10536,10536,TRUE,Attic Travels Ltd," 151,125.00 ",2-Jun-2021,RBA/EP/AIRTICKETS/613/270/2022
Airticket,10537,10537,TRUE,Splash World Ltd," 259,070.00 ",3-Jun-2021,RBA/EP/AIRTICKETS/613/269/2021
Airticket,10538,10538,TRUE,Raydoll Travel & Tours Ltd," 91,000.00 ",3-Jun-2021,RBA/EP/AIRTICKETS/613/268/2021
Airticket,10539,10539,TRUE,Ragwa Travels Ltd," 29,580.00 ",4-Jun-2021,RBA/EP/AIRTICKETS/613/267/2021
Airticket,10540,10540,TRUE,Kenya Airways ," 12,855.00 ",16-Jun-2021,RBA/EP/AIRTICKETS/613/266/2021
Airticket,10541,10541,TRUE,Kenya Airways ," 44,335.00 ",17-Jun-2021,RBA/EP/AIRTICKETS/613/265/2021
Airticket,10542,10542,TRUE,Kenya Airways ," 57,570.00 ",17-Jun-2021,RBA/EP/AIRTICKETS/613/264/2021
Airticket,10543,10543,TRUE,Kenya Airways ," 70,215.00 ",16-Jun-2021,RBA/EP/AIRTICKETS/613/263/2021
Airticket,10544,10544,TRUE,Kenya Airways ," 14,550.00 ",16-Jun-2021,RBA/EP/AIRTICKETS/613/262/2021
Airticket,10545,10545,TRUE,Kenya Airways ," 14,570.00 ",16-Jun-2021,RBA/EP/AIRTICKETS/613/261/2021
Airticket,10546,10546,TRUE,Kenya Airways ," 30,745.00 ",17-Jun-2021,RBA/EP/AIRTICKETS/613/260/2021
Airticket,10547,10547,TRUE,African Touch Safaris Ltd.," 14,260.00 ",16-Jun-2021,RBA/EP/AIRTICKETS/613/259/2021
Airticket,10548,10548,TRUE,Kenya Airways ," 250,525.00 ",16-Jun-2021,RBA/EP/AIRTICKETS/613/258/2021
Airticket,10549,10549,TRUE,Raydoll Travel & Tours Ltd," 26,400.00 ",14-Jun-2021,RBA/EP/AIRTICKETS/613/257/2021
Airticket,10550,10550,TRUE,Boma Travel services," 16,700.00 ",17-Jun-2021,RBA/EP/AIRTICKETS/613/256/2021
ICT,10551,10551,TRUE,MFI Managed Document Solutions Limited,"53,461.00",12-Feb-2021,Framework contract
ICT,10552,10552,TRUE,MFI Managed Document Solutions Limited,"373,924.00",12-Feb-2021,Framework contract
,Missing,10553,FALSE,,,0-Jan-1900,
Supervision,10554,10554,TRUE,Sarova Whitesands Beach resort,"160,000.00",12-Feb-2021,RBA/RFQ/CONFERENCE/613/1266/2021
CC,10555,10555,TRUE,Government Advertising Agency,"1,027,570.00",15-Feb-2021,Direct procurement
HCDA,10556,10556,TRUE,Total Energies Marketing Kenya PLC,"114,894.00",15-Feb-2021,Framework contract
Research,10557,10557,TRUE,Rex Kiosk,"19,086.00",15-Feb-2021,Framework contract
MC,10558,10558,TRUE,Kenya School of Government,"175,000.00",15-Feb-2021,RBA/DP/CONFERENCE/613/1078/2020
MC,10559,10559,TRUE,Keellu Resort Limited,"75,000.00",15-Feb-2021,RBA/RFQ/CONFERENCE/613/1260/2021
CC,10560,10560,TRUE,Media Max Limited,"348,000.00",16-Feb-2021,RBA/RT/RADIOINTERVIEW/613/1237/2021
Research,10561,10561,TRUE,Eagle Palace Hotel Ltd,"132,000.00",16-Feb-2021,RBA/RFQ/CONFERENCE/613/1255/2021
Research,10562,10562,TRUE,The White Rhino Hotel,"165,000.00",16-Feb-2021,RBA/RFQ/CONFERENCE/613/1254/2021
MC,10563,10563,TRUE,Twin Breeze Hotel,"103,000.00",16-Feb-2021,RBA/RFQ/CONFERENCE/613/1261/2021
Research,10564,10564,TRUE,Machakos University,"202,000.00",16-Feb-2021,RBA/DP/COFERENCE/613/1257/2021
Research,10565,10565,TRUE,Golf Hotel Kakamega,"184,000.00",16-Feb-2021,RBA/RFQ/XCONFERENCE/613/1258/2021
Research,10566,10566,TRUE,Westwind Hotel Limited,"144,000.00",16-Feb-2021,RBA/RFQ/CONFERENCE/613/1256/2021
Research,10567,10567,TRUE,Eka Hotels Limited,"180,000.00",16-Feb-2021,RBA/RFQ/CONFERENCE/613/1252/2021
HCDA,10568,10568,TRUE,Lake Naivasha Resort,"243,600.00",16-Feb-2021,RBA/RFQ/CONFERENCE/613/1271/2021
MC,10569,10569,TRUE,Psychological Health Services,"130,000.00",16-Feb-2021,RBA/RFP/CONSED/613/1122/2020
MC,10570,10570,TRUE,Psychological Health Services,"45,000.00",16-Feb-2021,RBA/RFP/CONSED/613/1122/2020
MC,10571,10571,TRUE,Psychological Health Services,"742,000.00",16-Feb-2021,RBA/RFP/CONSED/613/1122/2020
MC,10572,10572,TRUE,Psychological Health Services,"777,000.00",16-Feb-2021,RBA/RFP/CONSED/613/1122/2020
,Missing,10573,FALSE,,,0-Jan-1900,
,Missing,10574,FALSE,,,0-Jan-1900,
HCDA,10575,10575,TRUE,Toyota Kenya Limited,"37,201.00",19-Feb-2021,Framework Contract
Legal,10576,10576,TRUE,Maitai Nyawira & Company Advocates,"189,000.00",23-Feb-2021,RBA/RFQ/LEGALSERVICES/613/1270/2021
HCDA,10577,10577,TRUE,Rupas Gift Centre Limited,"40,760.00",24-Feb-2021,RBA/LVP/MEMENTOS/613/24/02/2021
HCDA,10578,10578,TRUE,Labrana Enterprises,"277,720.00",24-Feb-2021,RBA/RFQ/STATIONERY/613/1209/2020
,Missing,10579,FALSE,,,0-Jan-1900,
MC,10580,10580,TRUE,Lake Naivasha Resort,"541,800.00",25-Feb-2020,RBA/RFQ/CONFACC/613/1274/2021
HCDA,10581,10581,TRUE,Globus Technologies,"7,200.00",1-Mar-2021,RBA/LVP/STAMPS/613/26/02/2021
HCDA,10582,10582,TRUE,Lake Naivasha Resort,"470,000.00",2-Mar-2021,RBA/RFQ/CONFACC/613/1278/2021
Legal,10583,10583,TRUE,Nyaanga & Mugisha Advocates,"200,000.00",3-Mar-2021,RBA/RFQ/LEGALSERVICES/613/1235/2021
HCDA,10584,10584,TRUE,Lavington Security Limited,"168,000.00",3-Mar-2021,RBA/OT/SECURITY/613/1015/2020
HCDA,10585,10585,TRUE,Clovers Management Training ,"216,737.20",3-Mar-2021,RBA/OT/RECEPTION/613/1116/2020
ICT,10586,10586,TRUE,MFI Managed Document Solutions Limited,"86,494.91",3-Mar-2021,
ICT,10587,10587,TRUE,MFI Managed Document Solutions Limited,"18,407.49",3-Mar-2021,
CC,10588,10588,TRUE,Government Advertising Agency,"212,115.00",3-Mar-2021,
MC,10589,10589,TRUE,Sarova Stanley Hotel,"280,000.00",3-Mar-2021,
ICT,10590,10590,TRUE,Posh IT Limited,"117,800.00",4-Mar-2021,MOICT/SDICT/051/2021-2021
,Missing,10591,FALSE,,,0-Jan-1900,
ICT,10592,10592,TRUE,Freshers General Merchants,"30,780.00",8-Mar-2021,RBA/RFQ/ICTACCESSORIES/613/1276/2021
Legal,10593,10593,TRUE,Software Technologies,"266,760.00",8-Mar-2021,
Research,10594,10594,TRUE,Rex Kiosk,"18,888.00",8-Mar-2021,
ICT,10595,10595,TRUE,Chekama Office Supplies,"2,340,000.00",9-Mar-2021,MOICT/SDKT/006/2020-2021
ICT,10596,10596,TRUE,Sunbeam Computer System E.A Ltd,"1,750,000.00",9-Mar-2021,MOICT/SDKT/0042020-2021
MC,10597,10597,TRUE,Psychological Health Services,"986,000.00",9-Mar-2021,RBA/RFP/CONSED/613/1122/2020
MC,10598,10598,TRUE,Brevan Hotel and Conference Center,"145,000.00",10-Mar-2021,RBA/RFQ/CONFERENCE/613/1269/2021
MC,10599,10599,TRUE,Eagle Palace Hotel Ltd,"110,000.00",10-Mar-2021,RBA/RFQ/CONFERENCE/613/1279/2021
CC,10600,10600,TRUE,Simori Communications,"30,000.00",10-Mar-2021,RBA/LVP/TSHIRTS/613/10/03/2021
Airticket,10601,10601,TRUE,Fly High Agency Ltd,"90,600.00",26-Nov-2021,RBA/EP/AIRTICKETS/613/255/2021
Airticket,10602,10602,TRUE,Longrock Tours Travel,"71,000.00",26-Nov-2021,RBA/EP/AIRTICKETS/613/253/2021
Airticket,10603,10603,TRUE,Quattro Travels LTD,"151,830.00",26-Nov-2021,RBA/EP/AIRTICKETS/613/253/2021
Airticket,10604,10604,TRUE,Boma Travels Ltd,"31,200.00",2-Dec-2021,RBA/EP/AIRTICKETS/613/252/2021
Airticket,10605,10605,TRUE,African Touch Safaris Ltd.,"91,825.00",2-Dec-2021,RBA/EP/AIRTICKETS/613/251/2021
Airticket,10606,10606,TRUE,Rosma Travels Ltd,"264,310.00",2-Dec-2021,RBA/EP/AIRTICKETS/613/250/2021
Airticket,10607,10607,TRUE,Raydoll Travels Ltd,"93,200.00",2-Dec-2021,RBA/EP/AIRTICKETS/613/249/2021
Airticket,10608,10608,TRUE,Splash World Ltd,"293,200.00",2-Dec-2021,RBA/EP/AIRTICKETS/613/248/2021
Airticket,10609,10609,TRUE,Raydoll Travels Ltd,"32,750.00",2-Dec-2021,RBA/EP/AIRTICKETS/613/247/2021
Airticket,10610,10610,TRUE,African Touch Safaris Ltd.,"117,445.00",3-Dec-2021,RBA/EP/AIRTICKETS/613/246/2021
Airticket,10611,10611,TRUE,Raydoll Travels Ltd,"355,050.00",7-Dec-2021,RBA/EP/AIRTICKETS/613/245/2021
Airticket,10612,10612,TRUE,Tondwe Africa Group Ltd.,"181,260.00",9-Dec-2021,RBA/EP/AIRTICKETS/613/244/2021
Airticket,10613,10613,TRUE,Beyond Travel Ltd,"127,680.00",14-Dec-2021,RBA/EP/AIRTICKETS/613/243/2021
Airticket,10614,10614,TRUE,Entrada Tours & Travel Ltd,"150,800.00",14-Dec-2021,RBA/EP/AIRTICKETS/613/242/2021
Airticket,10615,10615,TRUE,Boma Travels Ltd,"16,500.00",19-Dec-2021,RBA/EP/AIRTICKETS/613/241/2021
Airticket,10616,10616,TRUE,Twende Worldwide Ltd,"735,100.00",30-Nov-2021,RBA/EP/AIRTICKETS/613/240/2021
Airticket,10617,10617,TRUE,Tondwe Africa Group Ltd.,"8,800.00",19-Nov-2021,RBA/EP/AIRTICKETS/613/239/2021
Airticket,10618,10618,TRUE,Fly Beyond Africa Ltd,"18,400.00",10-Nov-2021,RBA/EP/AIRTICKETS/613/238/2021
Airticket,10619,10619,TRUE,Magical Holidays Ltd,"50,230.00",3-Dec-2021,RBA/EP/AIRTICKETS/613/237/2021
Airticket,10620,10620,TRUE,Fly Beyond Africa Ltd," 51,500.00 ",14-Dec-2021,RBA/EP/AIRTICKETS/613/236/2021
Airticket,10621,10621,TRUE,Tondwe Africa Group Ltd.," 26,975.00 ",19-Nov-2021,RBA/EP/AIRTICKETS/613/235/2021
Airticket,10622,10622,TRUE,Longrock Tours Travel," 26,060.00 ",2-Dec-2021,RBA/EP/AIRTICKETS/613/234/2021
Airticket,10623,10623,TRUE,Cedars Travel Ltd," 61,315.00 ",10-Dec-2021,RBA/EP/AIRTICKETS/613/233/2021
Airticket,10624,10624,TRUE,Fly High Agency Ltd," 10,300.00 ",17-Dec-2021,RBA/EP/AIRTICKETS/613/232/2021
Airticket,10625,10625,TRUE,Fly High Agency Ltd," 23,900.00 ",9-Dec-2021,RBA/EP/AIRTICKETS/613/231/2021
Airticket,10626,10626,TRUE,Ragwa Travels Limited," 28,775.00 ",15-Dec-2021,RBA/EP/AIRTICKETS/613/229/2021
Airticket,10627,10627,TRUE,Best Buy Travels Solutions," 33,200.00 ",19-Jan-2022,RBA/EP/AIRTICKETS/613/230/2021
Airticket,10628,10628,TRUE,Real Edge Africa Limited," 35,030.00 ",11-Jan-2022,RBA/EP/AIRTICKETS/613/228/2021
Airticket,10629,10629,TRUE,Granite Travel Limited," 17,570.00 ",7-Jan-2022,RBA/EP/AIRTICKETS/613/227/2021
Airticket,10630,10630,TRUE,Nefrima Travels Ltd," 30,600.00 ",17-Jan-2022,RBA/EP/AIRTICKETS/613/226/2021
Airticket,10631,10631,TRUE,Magical Holidays Ltd," 26,200.00 ",28-Jan-2022,RBA/EP/AIRTICKETS/613/225/2020
Airticket,10632,10632,TRUE,African Touch Safaris Ltd.," 38,700.00 ",11-Feb-2022,RBA/EP/AIRTICKETS/613/224/2020
Airticket,10633,10633,TRUE,Africa Bliss Limited," 19,500.00 ",11-Feb-2022,RBA/EP/AIRTICKETS/613/223/2020
Airticket,10634,10634,TRUE,Granite Travel Limited," 71,485.00 ",11-Feb-2022,RBA/EP/AIRTICKETS/613/222B/2020
Airticket,10635,10635,TRUE,African Touch Safaris Ltd.," 82,240.00 ",21-Feb-2022,RBA/EP/AIRTICKETS/613/222/2020
Airticket,10636,10636,TRUE,Raydoll Tours & Travel Limited," 23,325.00 ",25-Feb-2022,RBA/EP/AIRTICKETS/613/221/2020
Airticket,10637,10637,TRUE,African Touch Safaris Ltd.," 44,700.00 ",25-Feb-2022,RBA/EP/AIRTICKETS/613/220/2020
Airticket,10638,10638,TRUE,Magical Holidays Ltd," 16,550.00 ",25-Feb-2022,RBA/EP/AIRTICKETS/613/219/2020
Airticket,10639,10639,TRUE,Angani Travel," 74,780.00 ",25-Feb-2022,RBA/EP/AIRTICKETS/613/218/2020
Airticket,10640,10640,TRUE,Magical Holidays Ltd," 225,800.00 ",25-Feb-2022,RBA/EP/AIRTICKETS/613/217/2020
Airticket,10641,10641,TRUE,Boma Travels Ltd," 18,585.00 ",1-Mar-2022,RBA/EP/AIRTICKETS/613/216/2020
,Missing,10642,FALSE,,,0-Jan-1900,
,Missing,10643,FALSE,,,0-Jan-1900,
Airticket,10644,10644,TRUE,Lead Travel and Tours," 23,400.00 ",4-Mar-2022,RBA/EP/AIRTICKETS/613/215/2020
,Missing,10645,FALSE,,,0-Jan-1900,
Airticket,10646,10646,TRUE,African Touch Safaris Ltd.," 65,005.00 ",4-Mar-2022,RBA/EP/AIRTICKETS/613/214/2020
Airticket,10647,10647,TRUE,Kenya Airways ," 28,625.00 ",17-Mar-2022,RBA/EP/AIRTICKETS/613/213/2020
Airticket,10648,10648,TRUE,Boma Travels Ltd," 98,000.00 ",29-Mar-2022,RBA/EP/AIRTICKETS/613/212/2020
Airticket,10649,10649,TRUE,Magical Holidays Ltd," 82,550.00 ",29-Mar-2022,RBA/EP/AIRTICKETS/613/211/2020
,Missing,10650,FALSE,,,0-Jan-1900,
Supervision,10651,10651,TRUE,Sopa Lodges ,"72,000.00",25-Jan-2022,RBA/RFQ/CONFERENCE/613/1467/2022
MC,10652,10652,TRUE,Sarova Whitesands Beach resort,"126,000.00",2-Jan-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021 
Legal,10653,10653,TRUE,The Kyaka Hotel,"757,000.00",2-Jan-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021 
,Missing,10654,FALSE,,,0-Jan-1900,
HCDA,10655,10655,TRUE,Reeziky Merchants,"197,625.00",2-Jan-2022,CONTRACT
HCDA,10656,10656,TRUE,Reeziky Merchants,"76,851.00",2-Jan-2022,CONTRACT
MC,10657,10657,TRUE,Sarova Panafric Hotel,"120,000.00",24-Jan-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021 
Legal,10658,10658,TRUE,Miller and Company Advocates,"34,800.00",2-Jan-2022,RBA/LVP/OPINION/613/1/2/2022
MC,10659,10659,TRUE,Psychological Health Services,"664,000.00",1-Mar-2022,CONTRACT
Legal,10660,10660,TRUE,Sarova Panafric Hotel,"312,500.00",17-Dec-2021,RBA/RFQ/BOARDLUNCHEON/613/1454/2021
,Missing,10661,FALSE,,,0-Jan-1900,
CC,10662,10662,TRUE,Sarova Panafric Hotel,"111,000.00",2-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021 
MC,10663,10663,TRUE,PineHill Consulting Limited,"893,000.00",2-Nov-2022,CONTRACT
HCDA,10664,10664,TRUE,DT Dobie,"54,860.03",14-Feb-2022,RBA/DP/MVSERVICE/613/1449/2021
HCDA,10665,10665,TRUE,Cyfenna Company Limited,"187,500.00",2-Nov-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10666,10666,TRUE,Raphame Services,"97,820.00",2-Nov-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10667,10667,TRUE,Maypam Enterprises Ltd,"27,988.00",2-Nov-2022,RBA/TENDER/STATIONERY/613/1453/2021
,Missing,10668,FALSE,,,0-Jan-1900,
HCDA,10669,10669,TRUE,Sir Kobi Ventures Ltd,"24,000.00",2-Nov-2022,RBA/TENDER/STATIONERY/613/1453/2021
HCDA,10670,10670,TRUE,Savinet Company Ltd,"40,000.00",2-Nov-2022,RBA/TENDER/STATIONERY/613/1453/2021
ICT,10671,10671,TRUE,Safaricom PLC,"1,049,993",15-Feb-2022,RBA/RFQ/613/1465/2022
,Missing,10672,FALSE,,,0-Jan-1900,
HCDA,10673,10673,TRUE,Vinstar Expess Supplies Limited,"145,500.00",15-Feb-2022,CONTRACT
HCDA,10674,10674,TRUE,Postal Corporation of Kenya,"58,760.00",15-Feb-2022,CONTRACT
HCDA,10675,10675,TRUE,Lavington Security Limited,"336,000.00",15-Feb-2022,CONTRACT
HCDA,10676,10676,TRUE,Hexa Engineering Company,"19,300.00",15-Feb-2022,CONTRACT
HCDA,10677,10677,TRUE,Clovers Management Training ,"216,737.20",15-Feb-2022,CONTRACT
MC,10678,10678,TRUE,Crowne Plaza Hotel,"265,000.00",2-Nov-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021 
MC,10679,10679,TRUE,Isiolo Land mark Hotel,"86,000.00",2-Nov-2022,RBA/RFQ/CONFERENCE/613/1476/2022
CC,10680,10680,TRUE,Kenya Literature Bureau,"935,001.76",14-Feb-2022,RBA/DP/PENSIONMAGAZINE/613/1459/2022
MC,10681,10681,TRUE,Hilton Hotel Nairobi,"195,000.00",14-Feb-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021 
MC,10682,10682,TRUE,Sarova Whitesands Beach resort,"168,000.00",14-Feb-2022,FRAMEWORK
ICT,10683,10683,TRUE,Final Enterprises,"54,000.00",17-Feb-2022,RFQ/RFQ/ICTACCESSORIES/613/1466/2022
,Missing,10684,FALSE,,,0-Jan-1900,
ICT,10685,10685,TRUE,Fine Fair,"69,000.00",17-Feb-2022,RFQ/RFQ/ICTACCESSORIES/613/1466/2022
HCDA,10686,10686,TRUE,Enashipai Resort & Spa,"330,000.00",17-Feb-2022,FRAMEWORK
HCDA,10687,10687,TRUE,Toyota Kenya Limited,"12,801.00",18-Feb-2022,CONTRACT
HCDA,10688,10688,TRUE,Toyota Kenya Limited,"55,185",18-Feb-2022,CONTRACT
HCDA,10689,10689,TRUE,Toyota Kenya Limited,"44,122.00",18-Feb-2022,CONTRACT
HCDA,10690,10690,TRUE,Toyota Kenya Limited,"33, 399.00",18-Feb-2022,CONTRACT
,10691,10691,TRUE,Lake Naivasha Resort,"189,000.00",17-Feb-2022,FRAMEWORK
HCDA,10692,10692,TRUE,Flotech Enterprises,"324,000.00",18-Feb-2022,RBA/RFQ/MASKS/613/1471/2022
Supervision,10693,10693,TRUE,Hilton Hotel Nairobi,"117,000.00",18-Feb-2022,FRAMEWORK
HCDA,10694,10694,TRUE,Invsys Solutions Limited,"60,000.00",22-Feb-2022,
Research,10695,10695,TRUE,Sarova Panafric Hotel,"312,000.00",22-Feb-2022,FRAMEWORK
HCDA,10696,10696,TRUE,Munishiram International Business Machine,"16,819.64",24-Feb-2022,RBA/LVP/613/24/2/2022
,10697,10697,TRUE,Crowne Plaza Hotel,"187,200.00",24-Feb-2022,FRAMEWORK
,Missing,10698,FALSE,,,0-Jan-1900,
HCDA,10699,10699,TRUE,Total Energies Marketing Kenya PLC,"258,250.00",22-Feb-2022,CONTRACT
MC,10700,10700,TRUE,Meru Slopes Hotel,"100,000.00",2-Oct-2022,RBA/RFQ/CONFERENCE/613/1475/2022
HCDA,10701,10701,TRUE,Clovers Management Training ,"216,737.20",25-Feb-2022,CONTRACT
HCDA,10702,10702,TRUE,Lavington Security Limited,"168,000.03",25-Feb-2022,CONTRACT
MC,10703,10703,TRUE,Psychological Health Services,"767,550.00",28-Feb-2022,CONTRACT
MC,10704,10704,TRUE,The Kyaka Hotel,"212,500.00",28-Feb-2022,FRAMEWORK
HCDA,10705,10705,TRUE,Public Service Club,"939,500.00",3-Jan-2022,RBA/DP/WELLNESSDAY/613/1486/2022
MC,10706,10706,TRUE,Crowne Plaza Hotel,"507,000.00",8-Feb-2022,FRAMEWORK
CC,10707,10707,TRUE,Radio Shahidi,"174,000.00",3-Apr-2022,RBA/RT/RADIOINTERVIEW/613/1484/2022
CC,10708,10708,TRUE,Radio Mchungaji,"35,000.00",3-Apr-2022,RBA/RT/RADIOINTERVIEW/613/1483/2022
HCDA,10709,10709,TRUE,Shammer Business Solutions,"49,800.00",3-Apr-2022,RBA/RFQ/TSHIRTS/613/1488/2022
,10710,10710,TRUE,Government Advertising Agency,"180,757.50",3-Apr-2022,
,10711,10711,TRUE,Government Advertising Agency,"212,115.00",3-Apr-2022,
HCDA,10712,10712,TRUE,Reeziky Merchants,"59,883.00",3-Apr-2022,CONTRACT
,10713,10713,TRUE,Government Advertising Agency,"551,475.00",3-Apr-2022,
,10714,10714,TRUE,Government Advertising Agency,"180,757.50",3-Apr-2022,
,10715,10715,TRUE,Government Advertising Agency,"542,272.50",3-Apr-2022,
HCDA,10716,10716,TRUE,Subaru Kenya,"40,031.58",3-Apr-2022,CONTRACY
HCDA,10717,10717,TRUE,Total Energies Marketing Kenya PLC,"302,013.20",3-Jul-2022,CONTRACT
MC,10718,10718,TRUE,Psychological Health Services,"120,000.00",3-Aug-2022,CONTRACT
Research,10719,10719,TRUE,Rex Kiosk,"18,888.00",3-Aug-2022,CONTRACT
Research,10720,10720,TRUE,Eka Hotels Limited,"168,000.00",20-Oct-2021,RBA/RFQ/CONFERENCE/613/1404/2021
HCDA,10721,10721,TRUE,Kipevu Restaurant Ltd,"304,240.00",3-Aug-2022,CONTRACT
Supervision,10722,10722,TRUE,Crowne Plaza Hotel,"195,000.00",3-Aug-2022,FRAMEWORK
Supervision,10723,10723,TRUE,Acacia Premier Hotel,"150,000.00",3-Aug-2022,FRAMEWORK
Supervision,10724,10724,TRUE,Eagle Palace Hotel Ltd,"110,000.00",3-Aug-2022,FRAMEWORK
MC,10725,10725,TRUE,Eagle Palace Hotel Ltd,"88,000.00",3-Aug-2022,FRAMEWORK
Supervision,10726,10726,TRUE,Lake Naivasha Resort,"72,000.00",3-Aug-2022,FRAMEWORK
,Missing,10727,FALSE,,,0-Jan-1900,
Supervision,10728,10728,TRUE,Voyager Beach Resort,"205,000.00",3-Aug-2022,FRAMEWORK
Supervision,10729,10729,TRUE,Eka Hotels Limited,"140,000.00",3-Aug-2022,FRAMEWORK
HCDA,10730,10730,TRUE,Clovers Management Training ,"239,855.83",3-Aug-2022,CONTRACT
Legal,10731,10731,TRUE,Mulekyo & Co Advocates,"320,000.00",3-Aug-2022,RBA/RFQ/LEGALSERVICES/613/1490/2022
HCDA,10732,10732,TRUE,Toyota Kenya Limited,"144,247.00",3-Oct-2022,CONTRACT
Supervision,10733,10733,TRUE,Lake Naivasha Resort,"81,000.00",10-Mar-2022,CONTRACT
HCDA,10734,10734,TRUE,Nairobi Sports House Ltd,"1,156,000.00",14-Mar-2022,RBA/RFQ/SPORTSGEAR/613/1489/2022
ICT,10735,10735,TRUE,MFI Managed Document Solutions Limited,"164,549.55",14-Mar-2022,RBA/DP/PRINTERMAINT/613/1479/2022
Supervision,10736,10736,TRUE,Meru Slopes Hotel,"125,000.00",16-Mar-2022,RBA/RFQ/CONFERENCE/613/1492/2022
,Missing,10737,FALSE,,,0-Jan-1900,
HCDA,10738,10738,TRUE,Reeziky Merchants,"76,851.00",17-Mar-2022,CONTRACT
HCDA,10739,10739,TRUE,Reeziky Merchants,"192,635.00",17-Mar-2022,CONTRACT
HCDA,10740,10740,TRUE,Sony Holdings Limited,"189,851.45",21-Mar-2022,CONTRACT
HCDA,10741,10741,TRUE,Ismail Rahimtulla Trustees Registered,"189,851.45",21-Mar-2022,CONTRACT
HCDA,10742,10742,TRUE,Kipevu Restaurant Ltd,"310,130.00",21-Mar-2022,CONTRACT
HCDA,10743,10743,TRUE,Clovers Management Training ,"213,847.37",21-Mar-2022,CONTRACT
HCDA,10744,10744,TRUE,Koba Waters Limited,"46,300.00",21-Mar-2022,CONTRACT
HCDA,10745,10745,TRUE,Clovers Management Training ,"216,737.20",21-Mar-2022,CONTRACT
HCDA,10746,10746,TRUE,Lavington Security Limited,"168,000.00",21-Mar-2022,CONTRACT
HCDA,10747,10747,TRUE,Postal Corporation of Kenya,"58,000.00",21-Mar-2022,CONTRACT
HCDA,10748,10748,TRUE,Vinstar Expess Supplies Limited,"145,500.00",21-Mar-2022,CONTRACT
MC,10749,10749,TRUE,Sarova Panafric Hotel,"200,000.00",21-Mar-2022,FRAMEWORK
MC,10750,10750,TRUE,Sarova Stanley Hotel,"210,000.00",21-Mar-2022,FRAMEWORK
Supervision,10751,10751,TRUE,The White Rhino Hotel,"162,500.00",21-Mar-2022,RBA/RFQ/CONFERENCE/613/1491/2022
MC,10752,10752,TRUE,Meru Slopes Hotel,"75,000.00",21-Mar-2022,RBA/RFQ/CONFERENCE/613/1499/2022
HCDA,10753,10753,TRUE,Sarova Panafric Hotel,"172,400.00",23-Mar-2022,FRAMEWORK
HCDA,10754,10754,TRUE,St. John Council for Kenya,"15,000.00",23-Mar-2022,LVP
CC,10755,10755,TRUE,Government Advertising Agency,"392,872.50",23-Mar-2022,Government Agency
,Missing,10756,FALSE,,,0-Jan-1900,
,Missing,10757,FALSE,,,0-Jan-1900,
MC,10758,10758,TRUE,Enchula Resort Kajiado,"138,040.00",3-Oct-2022,RBA/RFQ/CONFERENCE/613/1495/2022
ICT,10759,10759,TRUE,MFI Managed Document Solutions Limited,"403,154.59",24-Mar-2022,RBA/DP/PRINTERMAINT/613/1479/2022
MC,10760,10760,TRUE,Hiddig Hotel,"75,000.00",16-Mar-2022,RBA/RFQ/CONFERENCE/613/1496/2022
