Department,LPO NO,Check,x,NAME OF THE SUPPLIER, AMOUNT ,Date,TENDER NO.
Airticket,11005,11005,TRUE,Magical Holidays Ltd," 39,000.00 ",17-Jun-2022,RBA/EP/AIRTICKETS/613/171/2020
Airticket,11006,11006,TRUE,African Touch Safaris Ltd.," 28,200.00 ",16-Jun-2022,RBA/EP/AIRTICKETS/613/170/2020
Airticket,11007,11007,TRUE,African Touch Safaris Ltd.," 104,290.00 ",17-Jun-2022,RBA/EP/AIRTICKETS/613/169/2020
Airticket,11008,11008,TRUE,JDL Tours," 39,850.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/168/2020
Airticket,11009,11009,TRUE,Magical Holidays Ltd," 165,600.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/167/2020
Airticket,11010,11010,TRUE,Rosma Travels Ltd," 30,280.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/166/2020
Airticket,11011,11011,TRUE,Angani Travel," 50,970.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/165/2020
Airticket,11012,11012,TRUE,Tondwe Africa Group Ltd.," 18,300.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/164/2020
Airticket,11013,11013,TRUE,Rosma Travels Ltd," 533,335.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/163/2020
Airticket,11014,11014,TRUE,African Touch Safaris Ltd.," 126,050.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/162/2020
Airticket,11015,11015,TRUE,Rosma Travels Ltd," 284,650.00 ",24-Jun-2022,RBA/EP/AIRTICKETS/613/161/2020
Airticket,11016,11016,TRUE,Raydoll Tours & Travel Limited," 55,535.00 ",17-Jun-2022,RBA/EP/AIRTICKETS/613/160/2020
Airticket,11017,11017,TRUE,Exotic Travel," 70,600.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/159/2020
Airticket,11018,11018,TRUE,Super Eagles Travel Ltd," 67,720.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/158/2020
Airticket,11019,11019,TRUE,Boma Travels Ltd," 57,650.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/157/2020
Airticket,11020,11020,TRUE,Granite Travel Limited," 28,960.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/156/2020
Airticket,11021,11021,TRUE,Best Buy Travels Solutions," 44,900.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/155/2020
Airticket,11022,11022,TRUE,Boma Travels Ltd," 40,450.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/154/2020
Airticket,11023,11023,TRUE,Silver Africa Tours," 88,200.00 ",29-Jun-2022,RBA/EP/AIRTICKETS/613/153/2020
Airticket,11024,11024,TRUE,Kenya Airways," 22,365.00 ",13-Jul-2022,RBA/EP/AIRTICKETS/613/152/2020
Airticket,11025,11025,TRUE,Kenya Airways," 28,765.00 ",14-Jul-2022,RBA/EP/AIRTICKETS/613/151/2020
Airticket,11026,11026,TRUE,Kenya Airways," 18,030.00 ",15-Jul-2022,RBA/EP/AIRTICKETS/613/150/2020
,Missing,11027,FALSE,,,0-Jan-1900,
,Missing,11028,FALSE,,,0-Jan-1900,
,Missing,11029,FALSE,,,0-Jan-1900,
Airticket,11030,11030,TRUE,African Touch Safaris," 50,760.00 ",15-Jun-2022,RBA/EP/AIRTICKETS/613/149/2020
Airticket,11031,11031,TRUE,Ragwa Travels," 462,720.00 ",15-Jul-2022,RBA/EP/AIRTICKETS/613/148/2020
Airticket,11032,11032,TRUE,Magical Holidays," 52,200.00 ",22-Aug-2022,RBA/EP/AIRTICKETS/613/147/2020
Airticket,11033,11033,TRUE,Tondwe Africa Group," 631,310.00 ",22-Aug-2022,RBA/EP/AIRTICKETS/613/146/2020
Airticket,11034,11034,TRUE,Magical Holidays," 407,900.00 ",22-Aug-2022,RBA/EP/AIRTICKETS/613/145/2020
Airticket,11035,11035,TRUE,Quattro Travel," 80,120.00 ",22-Aug-2022,RBA/EP/AIRTICKETS/613/144/2020
Airticket,11036,11036,TRUE,Magical Holidays," 22,100.00 ",31-Aug-2022,RBA/EP/AIRTICKETS/613/142/2019
Airticket,11037,11037,TRUE,African Touch Safaris Ltd," 154,915.00 ",31-Aug-2022,RBA/EP/AIRTICKETS/613/141/2019
Airticket,11038,11038,TRUE,Splash World Ltd," 54,540.00 ",31-Aug-2022,RBA/EP/AIRTICKETS/613/140/2019
Airticket,11039,11039,TRUE,BestBuy Travel Solutions," 17,650.00 ",9-May-2022,RBA/EP/AIRTICKETS/613/139/2019
Airticket,11040,11040,TRUE,Tondwe Africa Group," 29,650.00 ",9-Dec-2022,RBA/EP/AIRTICKETS/613/138/2019
Airticket,11041,11041,TRUE,Silver Africa Tours," 71,100.00 ",9-Dec-2022,RBA/EP/AIRTICKETS/613/137/2019
,Missing,11042,FALSE,,,0-Jan-1900,
Airticket,11043,11043,TRUE,Boma Travel," 27,090.00 ",15-Sep-2022,RBA/EP/AIRTICKETS/613/136/2019
Airticket,11044,11044,TRUE,Magical Holidays," 161,230.00 ",15-Sep-2022,RBA/EP/AIRTICKETS/613/135/2019
Airticket,11045,11045,TRUE,Bigman Travel," 289,260.00 ",20-Sep-2022,RBA/EP/AIRTICKETS/613/134/2019
Airticket,11046,11046,TRUE,Ragwa Travels," 600,540.00 ",20-Sep-2022,RBA/EP/AIRTICKETS/613/133/2019
Airticket,11047,11047,TRUE,Splashworld Ltd," 659,960.00 ",21-Sep-2022,RBA/EP/AIRTICKETS/613/132/2019
Airticket,11048,11048,TRUE,Tondwe Africa Group," 327,000.00 ",21-Sep-2022,RBA/EP/AIRTICKETS/613/131/2019
,Missing,11049,FALSE,,,0-Jan-1900,
Airticket,11050,11050,TRUE,African Touch Safaris," 879,050.00 ",23-Sep-2022,RBA/EP/AIRTICKETS/613/130/2019
,Missing,11051,FALSE,,,0-Jan-1900,
ICT,11052,11052,TRUE,Silver Data Systems Limited,"75,000.00",30-Jun-2022,RBA/RFQ/CCTVNVRDEVICE/613/1520/2022
ICT,11053,11053,TRUE,Posh IT Limited,"1,650,000.00",30-Jun-2022,RBA/RFQ/PRINTERS/613/1520/2022
ICT,11054,11054,TRUE,Complus Technologies Ltd,"574,500.00",30-Jun-2022,RBA/RFQ/PRINTERS/613/1520/2022
HCDA,11055,11055,TRUE,Sony Holdings Limited,"189,851.45",30-Jun-2022,
HCDA,11056,11056,TRUE,Ismail Rahimtulla Trustees Registered,"189,851.45",30-Jun-2022,
HCDA,11057,11057,TRUE,CFAO Motors Kenya Ltd,"53,959.00",7-Jul-2022,
HCDA,11058,11058,TRUE,Joskith Ltd,"25,520.00",7-Jun-2022,
CC,11059,11059,TRUE,Nation Media Group,"137,499.44",13-Jul-2022,
CC,11060,11060,TRUE,Standard Group PLC,"90,758.00",13-Jul-2022,
HCDA,11061,11061,TRUE,PTG Travel Limited,"266,612.49",14-Jul-2022,
HCDA,11062,11062,TRUE,Total Energies Marketing Kenya PLC,"250,866.00",14-Jul-2022,
HCDA,11063,11063,TRUE,Koba Waters Limited,"44,500.00",14-Jul-2022,
HCDA,11064,11064,TRUE,Lavington Security Limited,"336,000.00",14-Jul-2022,
HCDA,11065,11065,TRUE,dt  dobie,"22,774.84",14-Jul-2022,
HCDA,11066,11066,TRUE,CFAO Motors Kenya Ltd,"10,600.00",14-Jul-2022,
ICT,11067,11067,TRUE,MFI Managed Document Solutions Limited,"69,600.00",20-Jul-2022,RBA/DP/PRINTERMAINT/613/1479/2022
IA & RM,11068,11068,TRUE,Pinebridge Training & Consulting Ltd,"649,600.00",17-Jun-2022,RBA/RFQ/ERMTRAINING/613/1548/2022
,Missing,11069,FALSE,,,0-Jan-1900,
HCDA,11070,11070,TRUE,Vinstar Expess Supplies Limited,"141,500.00",21-Jul-2022,
CC,11071,11071,TRUE,Botinani Productions,"41,760.00",26-Jul-2022,RBA/LVP/LAPELS/613/26/07/2022
CC,11072,11072,TRUE,Jaymish Printing works,"49,590.00",27-Jul-2022,RBA/LVP/T-SHIRTS/613/27/07/2022
Legal,11073,11073,TRUE,Enashipai Resort &  Spa,"80,000.00",8-Feb-2022,
HCDA,11074,11074,TRUE,Zamara Risk & Insurance Brokers Ltd,"8,310.00",28-Jul-2022,RBA/LVP/TRAVELINSURANCE/613/28/7/2022
HCDA,11075,11075,TRUE,Lavington Security Limited,"168,000.00",8-Mar-2022,
,Missing,11076,FALSE,,,0-Jan-1900,
HCDA,11077,11077,TRUE,Vinstar Expess Supplies Limited,"177,650.00",8-Mar-2022,
HCDA,11078,11078,TRUE,Koba Waters Limited,"63,000.00",8-Mar-2022,
,Missing,11079,FALSE,,,0-Jan-1900,
Procurement,11080,11080,TRUE,Kenya Institute of Supplies Managemnet( KISM),"325,380.00",8-Apr-2022,
,11081,11081,TRUE,Hexa Engineering Company,"19,550.00",8-Apr-2022,
,11082,11082,TRUE,MTN Business Kenya Ltd,"320,160.00",8-Apr-2022,
HCDA,11083,11083,TRUE,Reeziky Merchants,"183,650.00",8-Apr-2022,
,11084,11084,TRUE,Cyfenna Company Limited,"199,750.00",19-Jul-2022,
,Missing,11085,FALSE,,,0-Jan-1900,
HCDA,11086,11086,TRUE,Clovers Management & Training Consultants Ltd,"216,737.20",8-Nov-2022,
MC,11087,11087,TRUE,Psychological Health Services,"130,000.00",8-Nov-2022,
MC,11088,11088,TRUE,PineHill Consulting Limited,"714,000.00",8-Nov-2022,
HCDA,11089,11089,TRUE,Reeziky Merchants,"67,869.00",8-Dec-2022,
Research,11090,11090,TRUE,The Kyaka Hotel,"608,000.00",8-Dec-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,11091,11091,TRUE,Nation Media Group,"1,561,560.00",8-Dec-2022,RBA/DP/E-NEWSPAPERS/613/1356/2021
HCDA,11092,11092,TRUE,ECTA Kenya Limited ( SUBARU),"145,970.28",19-Aug-2022,RBA/DP/MVSERVICE/613/1449/2021
Legal,11093,11093,TRUE,Enashipai Resort &  Spa,"200,000.00",19-Aug-2022,
HCDA,11094,11094,TRUE,ECTA Kenya Limited ( SUBARU),"16,279.43",19-Aug-2022,RBA/DP/MVSERVICE/613/1449/2021
,Missing,11095,FALSE,,,0-Jan-1900,
HCDA,11096,11096,TRUE,PTG Travel Limited,"17,194.90",22-Aug-2022,
MC,11097,11097,TRUE,Sarova Panafric Hotel,"200,000.00",25-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11098,11098,TRUE,Masterly Entrepreneurs Ltd,"49,969.00",25-Aug-2022,
HCDA,11099,11099,TRUE,Sarova Panafric Hotel,"51,800.00",25-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
,11100,11100,TRUE,MTN Business Kenya Ltd,"320,160.00",26-Aug-2022,
Executive,11101,11101,TRUE,Libra Management Consultants,"1,046,320.00",26-Aug-2022,
MC,11102,11102,TRUE,PineHill Consulting Limited,"138,190.00",26-Aug-2022,
,Missing,11103,FALSE,,,0-Jan-1900,
HCDA,11104,11104,TRUE,Postal Corporation of Kenya,"58,000.00",29-Aug-2022,
HCDA,11105,11105,TRUE,Postal Corporation of Kenya,"58,000.00",29-Aug-2022,
HCDA,11106,11106,TRUE,Clovers Management & Training Consultants Ltd,"216,737.20",29-Aug-2022,#VALUE!
HCDA,11107,11107,TRUE,Kipevu Restaurant Ltd,"492,270.00",29-Aug-2022,
HCDA,11108,11108,TRUE,Total Energies Marketing Kenya PLC,"166,186.70",29-Aug-2022,
HCDA,11109,11109,TRUE,Lavington Security Limited,"168,000.00",29-Aug-2022,
HCDA,11110,11110,TRUE,Jimcab Services Limited,"309,063.44",22-Aug-2022,
Legal,11111,11111,TRUE,Karanu Kanai & Co. Advocates,"160,000.00",29-Aug-2022,RBA/RFQ/LEGALSERVICES/613/1553/2022
Legal,11112,11112,TRUE,Akide & Company Advocates,"199,800.00",29-Aug-2022,RBA/RFQ/LEGALSERVICES/613/1554/2022
Legal,11113,11113,TRUE,G & A Advocates LLP,"490,000.00",29-Aug-2022,RBA/RFQ/LEGALSERVICES/613/1552/2022
HCDA,11114,11114,TRUE,Jimcab Services Limited,"353,376.60",30-Aug-2022,
Research,11115,11115,TRUE,Sarova Panafric Hotel,"240,000.00",31-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Research,11116,11116,TRUE,Voyager Beach Resort,"164,000.00",31-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Research,11117,11117,TRUE,Eka Hotels Limited,"112,000.00",31-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Research,11118,11118,TRUE,The Alps Hotel,"140,000.00",31-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC,11119,11119,TRUE,Sarova Panafric Hotel,"800,000.00",31-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC,11120,11120,TRUE,The Alps Hotel,"175,000.00",31-Aug-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
MC,11121,11121,TRUE,Sarova Panafric Hotel,"200,000.00",31-Aug-2022,
HCDA,11122,11122,TRUE,Vinstar Expess Supplies Limited,"36,150.00",7-May-2022,
Procurement,11123,11123,TRUE,Kenya Institute of Supplies Management,"325,380.00",9-Feb-2022,
ICT,11124,11124,TRUE,Smoothel & Data Solutions Limited,"53,751.00",9-Feb-2022,RBA/TENDER/PABXMAINT/613/1194/2020
ICT,11125,11125,TRUE,Smoothel & Data Solutions Limited,"61,161.00",9-Feb-2022,RBA/TENDER/CCTVMAINT/613/1189/2020
HCDA,11126,11126,TRUE,Reeziky Merchants,"251,519.00",9-Feb-2022,RBA/RT/AIRTIME/613/1315/2021
CC,11127,11127,TRUE,Nation Media Group,"220,660.00",9-May-2022,RBA/DP/ADVERT/613/1558/2022
CC,11128,11128,TRUE,Standard Group PLC,"216,920.00",9-Feb-2022,RBA/DP/ADVERT/613/1559/2022
HCDA,11129,11129,TRUE,Sarova Panafric Hotel,"12,600.00",9-Jan-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11130,11130,TRUE,CFAO Motors Kenya Ltd,"41,501.00",15-Sep-2022,
MC,11131,11131,TRUE,PineHill Consulting Limited,"1,599,000.00",9-Feb-2022,
HCDA,11132,11132,TRUE,CFAO Motors Kenya Ltd,"13,000.00",9-May-2022,
Legal,11133,11133,TRUE,Enashipai Resort &  Spa,"569,450.00",19-Aug-2022,
HCDA,11134,11134,TRUE,Koba Waters Limited,"35,400.00",13-Jul-2022,
HCDA,11135,11135,TRUE,Total Energies Marketing Kenya PLC,"152,431.00",9-May-2022,
MC,11136,11136,TRUE,PineHill Consulting Limited,"461,000.00",9-Aug-2022,RBA/RFP/CONSED/613/1122/2020
,Missing,11137,FALSE,,,0-Jan-1900,
HCDA,11138,11138,TRUE,Sarova Panafric Hotel,"236,000.00",9-Aug-2022,
HCDA,11139,11139,TRUE,Sarova Whitesands Beach resort,"201,600.00",9-Aug-2022,
HCDA,11140,11140,TRUE,Kenya Medical Research Institute,"40,600.00",0-Jan-1900,
ICT,11141,11141,TRUE,Snow Peak Refrigeration & General Contractors Ltd,"120,176.00",0-Jan-1900,
CC,11142,11142,TRUE,Rex Kiosk,"39,843.00",14-Sep-2022,
HCDA,11143,11143,TRUE,Rupas Gift Centre Limited,"28,600.01",15-Sep-2022,RBA/LVP/613/15/09/2022
HCDA,11144,11144,TRUE,CFAO Motors Kenya Ltd,"48,101.00",15-Sep-2022,RBA/DP/MUSERVICE/613/1448/2021
CC,11145,11145,TRUE,Jomo Kenyatta Foundation,"369,622.00",15-Sep-2022,RBA/DP/ANNUALREPORT/613/1566/2021
CC,11146,11146,TRUE,Postal Corporation of Kenya,"58,000.00",15-Sep-2022,
HCDA,11147,11147,TRUE,Kipevu Restaurant Ltd,"404,120.00",15-Sep-2022,
HCDA,11148,11148,TRUE,Clovers Management & Training Consultants Ltd,"216,737.20",15-Sep-2022,
HCDA,11149,11149,TRUE,Vinstar Expess Supplies Limited,"141,500.00",15-Sep-2022,
HCDA,11150,11150,TRUE,Jimcab Services Limited,"92,891.64",15-Sep-2022,
CC,11151,11151,TRUE,Joskith Ltd,"26,448.00",16-Sep-2022,RBA/LVP/613/16/09/2022
,Missing,11152,FALSE,,,0-Jan-1900,
,11153,11153,TRUE,Raphame Services,"85,588.00",16-Sep-2022,RBA/TENDER/STATIONERY/613/1453/2021
,11154,11154,TRUE,Maypam Enterprises Ltd,"11,220.00",16-Sep-2022,RBA/TENDER/STATIONERY/613/1453/2021
,11155,11155,TRUE,Sir Kobi Ventures Ltd,"36,000.00",16-Sep-2022,RBA/TENDER/STATIONERY/613/1453/2021
,11156,11156,TRUE,Savinet Company Ltd,"60,000.00",16-Sep-2022,RBA/TENDER/STATIONERY/613/1453/2021
Supervision,11157,11157,TRUE,The Alps Hotel,"98,000.00",14-Sep-2022,
Procurement,11158,11158,TRUE,Kenya Institute of Supplies Management,"325,380.00",20-Sep-2022,
Research,11159,11159,TRUE,The Kyaka Hotel,"243,000.00",22-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
,Missing,11160,FALSE,,,0-Jan-1900,
CC,11161,11161,TRUE,Kenya Institute of Special Education (KISE),"348,000.00",22-Sep-2022,
CC,11162,11162,TRUE,Botinani Productions,"44,080.00",23-Sep-2022,RBA/LVP/613/23/09/2022
MC,11163,11163,TRUE,Lullaby Joints Trading  Co. Ltd ( Fort Hotel),"108,000.00",14-Sep-2022,RBA/RFQ/CONFERENCEMAKUENI/613/1563/2022
Research,11164,11164,TRUE,Legend Hotels Ltd,"180,000.00",13-Sep-2022,RBA/RFQ/CONFERENCENYERI/613/1556/2022
ICT,11165,11165,TRUE,Multichoice Kenya Ltd,"1,035,606.04",27-Sep-2022,
HCDA,11166,11166,TRUE,Dt Dobie,"244,247.00",0-Jan-1900,
HCDA,11167,11167,TRUE,Munishiram International Business Machine,"6,380.00",27-Sep-2022,RBA/LVP/FRANKINGMACHINE/613/27/9/2022
Executive,11168,11168,TRUE,The Kyaka Hotel,"342,000.00",27-Sep-2022,
MC,11169,11169,TRUE,Crowne Plaza Hotel,"117,000.00",27-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
MC,11170,11170,TRUE,The Vic Hotel,"97,500.00",27-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
Executive,11171,11171,TRUE,Sarova Panafric Hotel,"60,000.00",27-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
HCDA,11172,11172,TRUE,Botinani Productions,"30,740.00",27-Sep-2022,RBA/LVP/613/27/09/2022
CC,11173,11173,TRUE,Jaymish Printing works,"1,273,100.00",26-Sep-2022,RBA/RFQ/PROMO/613/1573/2022
HCDA,11174,11174,TRUE,Sarova Panafric Hotel,"18,000.00",28-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
CC,11175,11175,TRUE,Nation Media Group,"1,050,000.00",29-Sep-2022,RBA/RT/PUBLICITY/613/1572/2022
,11176,11176,TRUE,Sir Antonio International Ltd,"49,610.88",28-Sep-2022,RBA/LVP/613/28/09/2022
MC,11177,11177,TRUE,Dacaian Enterprises,"795,238.00",29-Sep-2022,RBA/RFQ/HUDUMAEVENTMGT/613/1576/2022
HCDA,11178,11178,TRUE,Sarova Panafric Hotel,"236,000.00",30-Sep-2022,RBA/TENDER/FRAMEWORKHOTELS/613/1363/2021
Supervision,11179,11179,TRUE,Lake Naivasha Resort,"135,000.00",28-Sep-2022,
Internal Audit,11180,11180,TRUE,Crowne Plaza Hotel,"78,000.00",30-Sep-2022,
HCDA,11181,11181,TRUE,Lavington Security Limited,"168,000.00",30-Sep-2022,
HCDA,11182,11182,TRUE,Lake Naivasha Resort,"180,000.00",30-Sep-2022,
MC-RP,11183,11183,TRUE,Kitui Villa,"112,000.00",9-Dec-2022,RBA/RFQ/CONFERENCEKITUI/613/1561/2022
MC,11184,11184,TRUE,Being Creative Enterprises,"1,016,700.00",15-Sep-2022,RBA/RFQ/HUDUMAEVENTMGT/613/1576/2022
MC-RP,11185,11185,TRUE,Two Oceans Hotel,"120,000.00",14-Sep-2022,RBA/RFQ/CONFRENCE/613/1570/2022
Research & Strategy,11186,11186,TRUE,Standard Group PLC,"180,000.00",30-Sep-2022,RBA/DP/E-NEWSPAPERS/613/1357/2021
MC-RP,11187,11187,TRUE,The Kyaka Hotel,"152,000.00",9-Feb-2022,RBA/TENDER/FRAMEWORKHOTELS2/613/1451/2021
MC-RP,11188,11188,TRUE,Hiddig Hotel,"120,000.00",14-Sep-2022,RBA/RFQ/CONFERENCEGARISSA/613/1562/2022
HCDA,11189,11189,TRUE,Sony Holdings Limited,"189,852",10-Nov-2022,
HCDA,11190,11190,TRUE,Sony Holdings Limited,"189,852",10-Nov-2022,
HCDA,11191,11191,TRUE,Reeziky Merchants,"67,869.00",10-Nov-2022,RBA/RT/AIRTIME/1315/2021
HCDA,11192,11192,TRUE,Reeziky Merchants,"156,704.00",10-Nov-2022,RBA/RT/AIRTIME/1315/2021
MC-RP,11193,11193,TRUE,Crowne Plaza Hotel,"195,000.00",10-Dec-2022,RBA/TENDER/FRAMEWORKHOTELS/63/1363/2022
HCDA,11194,11194,TRUE,DT Dobie,"567,230.50",13-Oct-2022,
HCDA,11195,11195,TRUE,Sony Holdings Limited,"3,820,222.65",14-Oct-2022,
HCDA,11196,11196,TRUE,Sony Holdings Limited,"189,851.50",14-Oct-2022,
HCDA,11197,11197,TRUE,Complus Technologies Ltd,"158,760.00",30-Sep-2022,RBA/RFQ/MASKS/613/1567/2022
Research & Strategy,11198,11198,TRUE,Standard Group PLC,"723,532.79",14-Oct-2022,RBA/DP/E-NEWSPAPERS/613/1357/2021
MC,11199,11199,TRUE,County Comfort Hotel,"88,000.00",10-Dec-2022,RBA/RFQ/CONFERENCEBUNGOMA/613/1585/2022
HCDA,11200,11200,TRUE,Total Energies Marketing Kenya PLC,"202,252.36",14-Oct-2022,
Airticket,11201,11201,TRUE,Ragwa Travels," 562,180.00 ",23-Sep-2022,RBA/EP/AIRTICKETS/613/129/2019
Airticket,11202,11202,TRUE,Bushtrek Safaris," 119,345.00 ",23-Sep-2022,RBA/EP/AIRTICKETS/613/128/2019.
Airticket,11203,11203,TRUE,Raydoll Tours," 576,600.00 ",23-Sep-2022,RBA/EP/AIRTICKETS/613/127/2019
Airticket,11204,11204,TRUE,BestBuy Travel Solutions," 89,900.00 ",26-Sep-2022,CANCELLED
Airticket,11205,11205,TRUE,Kenya Airways," 25,380.00 ",26-Sep-2022,RBA/EP/AIRTICKETS/613/126/2019
Airticket,11206,11206,TRUE,Super Eagles Travel Tours," 179,500.00 ",26-Sep-2022,RBA/EP/AIRTICKETS/613/125/2019
Airticket,11207,11207,TRUE,Splash World Ltd," 165,200.00 ",28-Sep-2022,RBA/EP/AIRTICKETS/613/124/2019
Airticket,11208,11208,TRUE,Nefrima Travel," 99,400.00 ",28-Sep-2022,RBA/EP/AIRTICKETS/613/123/2019
Airticket,11209,11209,TRUE,Kenya Airways," 31,095.00 ",10-Mar-2022,RBA/EP/AIRTICKETS/613/122/2019
Airticket,11210,11210,TRUE,Granite Travel," 18,300.00 ",10-Mar-2022,RBA/EP/AIRTICKETS/613/121/2019
Airticket,11211,11211,TRUE,African Touch Safaris," 400,400.00 ",10-Apr-2022,RBA/EP/AIRTICKETS/613/120/2019
Airticket,11212,11212,TRUE,Super Eagles Travel Tours," 115,650.00 ",10-Apr-2022,RBA/EP/AIRTICKETS/613/119b/2019
Airticket,11213,11213,TRUE,Ragwa Travels," 298,500.00 ",10-Apr-2022,RBA/EP/AIRTICKETS/613/119/2019
Airticket,11214,11214,TRUE,Longrock Tours," 159,055.00 ",10-May-2022,RBA/EP/AIRTICKETS/613/118b/2019
Airticket,11215,11215,TRUE,Splash World Limited," 177,000.00 ",10-May-2022,RBA/EP/AIRTICKETS/613/117b/2019
Airticket,11216,11216,TRUE,Exotic Travel Center," 436,665.00 ",10-May-2022,RBA/EP/AIRTICKETS/613/116/2019
Airticket,11217,11217,TRUE,Realedge Africa Ventures," 24,700.00 ",10-May-2022,RBA/EP/AIRTICKETS/613/118/2019
Airticket,11218,11218,TRUE,Splash World Limited," 184,930.00 ",10-May-2022,RBA/EP/AIRTICKETS/613/117/2019
Airticket,11219,11219,TRUE,Super Eagles Travel Tours," 227,790.00 ",10-Nov-2022,RBA/EP/AIRTICKETS/613/115/2019
Airticket,11220,11220,TRUE,Granite Travel," 86,680.00 ",19-Oct-2022,RBA/EP/AIRTICKETS/613/114/2019
Airticket,11221,11221,TRUE,Granite Travel," 127,115.00 ",19-Oct-2022,RBA/EP/AIRTICKETS/613/113/2019
Airticket,11222,11222,TRUE,Angani Tours and Travel," 34,515.00 ",19-Oct-2022,RBA/EP/AIRTICKETS/613/112/2019
Airticket,11223,11223,TRUE,Ragwa Travels," 240,000.00 ",19-Oct-2022,RBA/EP/AIRTICKETS/613/111/2019
Airticket,11224,11224,TRUE,SilverAfrica Tours," 21,500.00 ",19-Oct-2022,RBA/EP/AIRTICKETS/613/110/2019
Airticket,11225,11225,TRUE,Boma Travel," 79,450.00 ",19-Oct-2022,RBA/EP/AIRTICKETS/613/109/2019
Airticket,11226,11226,TRUE,Quattro Travel," 218,520.00 ",25-Oct-2022,RBA/EP/AIRTICKETS/613/108/2019
Airticket,11227,11227,TRUE,African Touch Safaris," 66,800.00 ",25-Oct-2022,RBA/EP/AIRTICKETS/613/107/2019
Airticket,11228,11228,TRUE,Magical Holidays," 72,900.00 ",25-Oct-2022,RBA/EP/AIRTICKETS/613/106/2019
Airticket,11229,11229,TRUE,Rosma Tours & Travel," 75,050.00 ",27-Oct-2022,RBA/EP/AIRTICKETS/613/105/2019
Airticket,11230,11230,TRUE,African Touch Safaris," 96,985.00 ",11-Jan-2022,RBA/EP/AIRTICKETS/613/104/2019
Airticket,11231,11231,TRUE,Tondwe Africa Group," 20,950.00 ",11-Jan-2022,RBA/EP/AIRTICKETS/613/103/2019
Airticket,11232,11232,TRUE,Rosma Tours & Travel," 28,450.00 ",11-Jan-2022,RBA/EP/AIRTICKETS/613/102/2019
Airticket,11233,11233,TRUE,African Touch Safaris," 850,340.00 ",11-Jan-2022,RBA/EP/AIRTICKETS/613/101/2019
,Missing,11234,FALSE,,,0-Jan-1900,
Airticket,11235,11235,TRUE,Rosma Tours & Travel," 65,330.00 ",17-Oct-2022,RBA/EP/AIRTICKETS/613/100/2019
Airticket,11236,11236,TRUE,Bestbuy Travel Solutions," 63,750.00 ",11-Mar-2022,RBA/EP/AIRTICKETS/613/099/2019
Airticket,11237,11237,TRUE,Magical Holidays," 103,800.00 ",11-Mar-2022,RBA/EP/AIRTICKETS/613/098/2019
Airticket,11238,11238,TRUE,Raydoll Tours and Travel," 23,175.00 ",11-Mar-2022,RBA/EP/AIRTICKETS/613/097/2019
Airticket,11239,11239,TRUE,Granite Travels," 80,000.00 ",11-Apr-2022,RBA/EP/AIRTICKETS/613/096/2019
Airticket,11240,11240,TRUE,Ragwa Travels," 148,500.00 ",11-Aug-2022,RBA/EP/AIRTICKETS/613/095/2019
Airticket,11241,11241,TRUE,Quattro Travel," 66,435.00 ",11-Oct-2022,RBA/EP/AIRTICKETS/613/094/2019
Airticket,11242,11242,TRUE,Raydoll Tours and Travel," 48,540.00 ",11-Oct-2022,RBA/EP/AIRTICKETS/613/093/2019
Airticket,11243,11243,TRUE,Magical Holidays," 27,150.00 ",11-Sep-2022,RBA/EP/AIRTICKETS/613/092/2019
Airticket,11244,11244,TRUE,African Touch Safaris," 502,535.00 ",11-Mar-2022,RBA/EP/AIRTICKETS/613/091/2019
